token_id,count,is_dominant
7160,1742,False
2228,1739,False
1367,1738,False
982,1734,False
310,1731,False
7941,1724,False
5585,1719,False
5106,1714,False
4843,1714,False
7448,1711,False
4654,1710,True
5171,1709,False
3986,1709,False
3437,1708,False
5527,1706,False
7391,1701,False
8016,1697,False
1209,1695,False
4533,1691,False
7459,1688,True
2106,1686,False
1169,1684,False
6022,1682,False
5302,1681,False
6173,1676,False
6511,1676,False
2031,1675,False
3243,1673,False
4968,1670,False
8073,1669,False
6833,1667,True
3176,1666,False
6633,1660,False
3849,1656,False
6754,1654,False
6521,1652,False
2034,1649,False
3708,1646,False
773,1646,False
6509,1645,False
5101,1644,False
3729,1642,False
4425,1641,False
3678,1640,False
5177,1636,False
3618,1635,False
6881,1632,False
4582,1629,False
5499,1624,False
4427,1621,False
7523,1621,False
4972,1618,False
4833,1616,False
5325,1615,False
6095,1611,False
7824,1609,False
4538,1608,False
3296,1606,False
2644,1605,False
4494,1605,False
5947,1605,False
1571,1604,False
1549,1604,False
3586,1601,False
6193,1601,False
1631,1598,False
7709,1597,False
630,1596,False
1030,1592,False
4486,1592,False
7876,1589,False
546,1586,False
211,1585,False
1159,1585,False
7352,1583,False
4625,1582,False
3433,1582,False
7001,1581,False
1025,1580,False
4419,1577,False
2812,1576,False
7565,1575,False
6720,1568,False
3888,1567,False
477,1562,False
4198,1562,False
3841,1560,False
6950,1559,False
2957,1554,False
6036,1547,False
5454,1545,False
4965,1544,False
4774,1542,False
153,1542,False
1384,1542,False
5806,1539,False
8037,1537,False
368,1536,False
2476,1533,False
1196,1526,False
3329,1525,False
3536,1525,False
6894,1524,False
3482,1524,False
2999,1522,False
3869,1522,False
2299,1518,False
2583,1517,False
7721,1516,False
4356,1516,False
5383,1515,False
7528,1513,False
3199,1511,False
5795,1511,False
6491,1510,False
7470,1507,False
7510,1501,False
6292,1499,False
8188,1497,False
466,1497,False
5259,1496,False
1679,1495,False
2651,1491,False
7959,1490,False
872,1488,False
4746,1488,False
1755,1487,False
1840,1486,False
7065,1485,False
5357,1483,False
7138,1482,False
3565,1480,False
6919,1480,False
2801,1479,False
21,1478,True
6829,1477,False
7539,1471,False
5910,1465,False
5063,1461,False
1194,1455,False
7303,1450,False
4604,1446,False
2400,1443,False
296,1441,False
6830,1439,False
2257,1438,False
3151,1436,False
4727,1435,False
2198,1434,False
13,1433,False
3093,1430,False
7085,1430,False
5524,1426,False
1042,1426,False
2094,1424,False
4980,1424,False
1089,1424,False
3441,1422,False
8190,1422,False
2093,1420,False
3896,1420,False
2197,1418,False
8095,1416,False
4034,1416,False
5754,1415,False
4501,1413,False
4251,1412,False
6208,1409,False
541,1407,False
4914,1406,False
4270,1402,False
5386,1402,False
1541,1401,False
196,1400,False
1554,1400,False
3597,1398,False
5477,1397,False
3722,1397,False
5133,1396,False
7162,1393,False
6446,1390,False
5226,1388,False
4811,1387,False
6183,1387,False
1464,1387,False
6078,1385,False
2469,1385,False
769,1382,False
6378,1381,False
5490,1381,False
394,1379,False
7647,1379,False
5461,1379,False
47,1378,False
6011,1375,False
468,1375,False
6117,1374,False
3951,1373,False
4666,1372,False
8000,1370,False
2136,1369,False
4122,1368,False
6999,1365,False
6610,1364,False
2101,1360,False
2531,1357,False
2885,1357,False
2960,1354,False
4309,1353,True
5661,1347,False
2537,1346,False
2419,1344,False
7875,1343,False
4597,1342,False
4050,1342,False
1026,1341,False
4108,1341,False
3298,1338,False
2998,1337,False
321,1336,False
1126,1335,False
1979,1333,False
2542,1333,False
5854,1330,False
612,1329,False
7223,1328,False
5842,1328,False
7854,1327,False
2997,1326,False
6744,1324,False
496,1324,False
2157,1321,False
4993,1319,False
3125,1315,False
3835,1313,False
2291,1306,False
2012,1306,False
8059,1305,False
154,1304,False
3466,1303,False
1280,1303,False
7265,1303,False
7416,1298,True
4527,1298,False
3299,1297,False
5570,1297,False
6263,1294,True
7324,1293,False
7649,1292,False
1235,1290,False
5971,1289,False
4742,1288,False
1862,1288,False
2275,1287,False
4410,1287,False
76,1287,False
4524,1284,False
2229,1282,False
6764,1282,False
553,1281,False
5450,1279,False
6553,1277,False
5440,1276,False
2529,1276,False
7243,1274,False
5873,1269,False
257,1267,False
475,1266,False
1132,1265,False
1347,1265,False
978,1265,False
1672,1263,False
7954,1263,False
5308,1263,False
7540,1262,False
482,1261,False
6547,1258,False
7266,1254,False
4715,1253,False
1954,1252,False
7663,1251,False
4629,1251,False
1067,1251,False
624,1249,False
7025,1248,False
7093,1248,False
6797,1246,False
2417,1245,False
5238,1244,False
4189,1240,False
109,1240,False
7150,1240,False
3795,1239,False
380,1239,False
2504,1239,False
970,1237,False
1905,1237,False
7671,1235,True
4271,1235,False
3858,1234,False
1063,1233,False
322,1233,False
4470,1233,False
4095,1232,False
518,1231,False
1252,1225,False
4016,1225,False
2237,1223,False
5388,1222,False
4861,1221,False
5799,1217,False
45,1217,False
591,1216,False
2293,1216,False
6394,1215,False
4977,1214,False
4155,1214,False
3326,1213,False
5048,1212,False
4805,1212,False
3153,1208,False
3627,1206,False
4651,1205,False
746,1203,False
5100,1201,False
3900,1201,False
2488,1201,False
5507,1199,False
2292,1199,False
4637,1198,False
3358,1196,False
2009,1196,False
2943,1194,True
8166,1192,False
7804,1189,False
5635,1188,False
7648,1186,False
7496,1185,False
558,1184,False
5606,1183,False
3779,1182,False
5891,1181,False
685,1179,False
6812,1176,False
3625,1175,False
3282,1174,False
5862,1171,False
6711,1170,False
4572,1168,False
4443,1167,False
7317,1167,False
