file,top_codes,top_counts
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+52[0100].png,2140,7024,5207,331,6226,2540,5872,3088,6045,8016,7,7,6,5,5,5,5,5,5,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+53[0100].png,5097,1008,3836,4711,4430,5810,6048,2756,2716,5780,7,5,5,5,5,5,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+6[0100].png,7089,8165,389,3527,725,6321,898,3870,2308,5937,6,5,5,5,5,5,5,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+7[0100].png,5603,4001,3356,7733,778,7119,1476,915,6226,7808,6,6,6,5,5,5,5,5,5,5
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+81[0100].png,4143,4322,5780,5797,632,3870,7189,5419,2226,4311,6,6,6,6,5,5,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+8[0100].png,5780,1150,2967,632,6227,4112,3088,4436,794,3836,8,7,6,5,5,5,5,5,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+95[0100].png,4322,958,5872,6045,7024,915,4436,965,1833,4199,7,6,6,5,5,5,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+9[0100].png,1836,2308,5780,1008,5937,162,1652,778,5302,1312,8,7,6,6,5,5,5,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+117[0100].png,1836,7880,7357,5235,4430,1682,7089,781,2967,4911,6,5,5,5,5,5,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+132[0100].png,1836,3088,7555,4322,6045,8091,7589,3981,1772,7392,7,6,5,5,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+133[0100].png,4377,1508,2308,7189,4250,1569,3088,7808,4990,4311,6,5,5,5,5,5,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+134[0100].png,352,3088,2226,3296,4160,1842,4311,1549,4080,1631,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+135[0100].png,1476,5834,2766,958,1836,4160,3849,1460,3024,781,6,6,6,6,5,5,5,5,5,5
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+136[0100].png,7589,5810,7357,1836,5702,6045,4160,3088,2018,1842,7,6,6,5,5,5,5,5,5,5
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+146[0100].png,693,3500,958,7899,8095,7957,7628,331,5515,4685,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+148[0100].png,8101,4250,1389,4843,9,4259,2686,3437,5344,632,7,6,5,5,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+15[0100].png,3088,4376,7589,4250,4436,4259,3526,5716,1836,7024,6,5,5,5,5,5,5,5,5,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+160[0100].png,2308,3088,6045,6226,4911,131,237,5047,1836,982,7,6,5,5,5,5,5,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+16[0100].png,632,5424,5741,7134,2308,6157,3526,4259,839,6702,6,6,5,5,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+17[0100].png,6321,335,2903,4410,4112,3296,3088,6807,4160,7442,6,6,5,5,5,5,5,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+18[0100].png,2308,6388,4711,3889,4322,1813,1297,6960,4143,516,6,6,5,5,5,5,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+28[0100].png,1836,3189,2308,4642,3088,5038,958,7589,4376,4947,9,7,7,5,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+29[0100].png,2308,1836,5834,3889,6192,697,4160,3836,6702,3619,10,6,5,5,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+40[0100].png,7175,2967,6795,7589,3209,5834,3088,7357,6657,6045,7,6,5,5,5,5,5,5,5,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+41[0100].png,4817,335,5834,7880,3254,5708,3176,3044,3526,389,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+4[0100].png,7134,4322,2235,4711,958,5912,5834,5344,4150,1298,6,5,5,5,5,5,5,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+52[0100].png,131,5392,840,6931,7134,5047,6045,8126,6702,1297,9,8,7,5,5,5,5,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+5[0100].png,7134,1652,1842,3029,5419,2308,4194,3088,778,4311,10,7,6,5,5,5,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+6[0100].png,1836,7134,2493,1312,2308,4968,6905,5780,1842,3986,7,6,5,5,5,5,5,5,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+7[0100].png,2018,2308,3209,1654,4322,8013,6902,7032,4711,3088,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+8[0100].png,7134,6226,7916,3356,1836,3088,5424,2990,4160,4817,6,5,5,5,5,4,4,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+9[0100].png,4711,1842,8148,4559,3836,335,6678,8013,5428,5106,5,5,5,4,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+10[0100].png,7134,2766,6795,4080,5834,6227,1654,7948,1389,6657,8,7,6,5,5,5,5,5,5,5
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+183[0100].png,1842,1460,2815,216,5094,958,3296,5797,6045,4377,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+22[0100].png,2226,6702,6869,7589,5717,468,1682,4642,4322,515,7,6,5,5,5,5,5,5,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+247[0100].png,5780,1682,7694,3088,5834,2308,3296,2018,4311,4072,7,6,5,5,5,5,5,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+248[0100].png,5098,6045,2308,5603,4711,1977,4189,958,5203,131,6,5,5,5,5,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+260[0100].png,7134,2766,6809,3088,4817,3901,898,3526,4436,145,7,6,6,5,5,5,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+261[0100].png,2083,2967,2780,7604,7392,7880,6979,1842,1001,7091,6,5,5,5,5,5,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+273[0100].png,958,3088,4817,2308,7189,516,4911,6121,3024,6702,6,6,5,5,5,5,5,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+274[0100].png,4376,1842,1716,2903,5203,2054,7484,5428,215,2686,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+286[0100].png,6137,2336,389,4817,131,7808,1297,162,3088,5094,5,5,4,4,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+287[0100].png,2308,3088,516,6809,4194,1842,3901,5716,3356,3823,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+299[0100].png,131,1977,3088,5912,1476,7065,2308,2756,4436,7880,6,5,5,5,5,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+300[0100].png,5023,7880,4160,5433,6045,6754,1775,3000,2967,4311,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+301[0100].png,2766,4377,1911,6809,6321,1652,404,2094,5780,7948,5,5,4,4,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+318[0100].png,1682,6902,2686,1897,7899,3889,131,1977,2308,5834,8,6,6,5,5,5,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+329[0100].png,5344,2766,5780,7430,4685,4968,4711,2110,7134,44,7,5,5,4,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+65[0100].png,2308,3088,7134,2588,2766,5428,8126,4436,5392,5780,11,9,7,6,6,6,5,5,5,5
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+66[0100].png,3088,6045,5834,7134,6702,335,7880,7694,1682,4112,8,8,6,6,5,5,5,5,5,5
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+77[0100].png,2308,6795,1836,6502,1772,3189,5937,1356,44,4112,7,7,6,5,5,5,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+78[0100].png,6657,1836,5735,6388,8013,5047,6321,5428,5357,594,6,6,5,4,4,4,4,4,4,4
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500+88[0100].png,5780,2308,3189,267,4711,7134,4100,3889,1569,7880,7,6,6,5,5,5,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+100[0100].png,7357,2751,7222,6782,5203,4436,1157,5392,4261,5999,5,5,4,4,4,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+111[0100].png,3088,7695,5834,1836,3900,404,2903,8148,5097,3438,8,6,5,5,4,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+112[0100].png,3088,693,1297,8081,6547,1842,2430,5047,8126,4968,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+122[0100].png,3487,3088,5780,145,1813,7589,5007,1842,4711,5101,7,6,6,6,6,5,5,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+123[0100].png,3088,4711,4430,331,131,3619,3728,4817,7895,6045,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+124[0100].png,3088,2308,4693,1652,3477,1297,1001,3024,594,6219,8,6,6,6,5,5,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+137[0100].png,2326,6702,3088,1311,4080,7175,3836,1682,1586,4278,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+138[0100].png,879,1586,1508,5913,5235,5780,3230,3500,4725,332,5,5,5,5,4,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+21[0100].png,2308,3088,5780,7089,1320,4711,7134,5392,7189,2194,9,8,7,6,6,5,5,5,5,5
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+49[0100].png,131,3526,3088,7134,1297,6902,4711,2308,1682,5047,8,7,6,6,5,5,5,5,5,5
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+65[0100].png,6782,4817,1842,7134,4711,5611,5671,2903,5913,7612,7,6,6,5,5,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+78[0100].png,7695,7189,2903,2666,5498,1977,898,6306,2336,6960,5,5,5,5,5,5,5,5,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+79[0100].png,6702,3088,781,3836,2666,1297,7869,7101,2430,3526,6,5,5,5,5,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+80[0100].png,5810,4711,1842,4436,5999,3088,145,4817,5039,5203,7,6,5,5,5,5,5,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+81[0100].png,4711,267,1842,4430,6905,7895,2977,4419,1157,8081,8,6,5,5,5,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+82[0100].png,2430,3088,3836,6702,4711,6964,2903,2666,7430,5780,9,6,5,5,5,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+87[0100].png,3088,2751,5780,7957,1297,5910,6702,1350,3024,1716,7,7,7,6,6,5,5,5,5,5
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+8[0100].png,7134,1001,3000,4711,7694,3836,3088,5235,7032,5810,6,5,5,5,5,5,5,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+92[0100].png,1297,4711,7189,7695,3230,3836,4160,5203,6960,2903,6,6,6,6,6,5,5,5,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+93[0100].png,2666,1682,2308,5235,1297,7895,7392,5023,5999,3021,8,5,5,5,5,4,4,4,4,4
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+98[0100].png,4711,2766,7869,3088,496,7175,5717,2967,7957,6502,7,6,6,5,5,5,5,5,5,5
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500+99[0100].png,1682,7880,335,2226,7392,3433,3021,267,131,5392,7,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+0[0100].png,3637,6702,7501,5047,8081,4436,3088,1470,3209,7134,6,6,6,5,5,5,5,5,5,5
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+107[0100].png,5235,3088,7733,267,6966,4622,4711,1682,4080,5392,7,6,5,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+10[0100].png,4861,4436,5780,5094,3189,6720,836,1624,2083,1813,6,4,4,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+11[0100].png,840,4250,4080,3247,6179,7400,2477,2870,6808,3729,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+124[0100].png,3088,352,7134,2308,1297,3209,5047,5780,4311,237,7,6,6,6,5,5,5,5,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+12[0100].png,331,7450,4250,4817,8066,3044,3088,3024,5937,335,5,5,5,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+133[0100].png,1413,267,4711,3030,7880,5047,1836,840,7165,915,6,5,4,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+134[0100].png,3088,1297,7733,7895,4711,7954,3836,1842,145,3144,9,7,6,5,5,5,5,5,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+135[0100].png,3088,3619,1682,5203,958,2308,1836,2228,2766,1350,7,6,5,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+136[0100].png,2965,1836,3637,1008,4817,3836,2766,4100,6766,4430,6,6,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+137[0100].png,1836,332,2226,1842,4377,144,7604,5702,7869,4436,6,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+138[0100].png,5047,6054,3889,1297,1716,1813,5235,475,1911,3536,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+139[0100].png,935,7694,4430,7869,2140,267,7880,5872,1813,6480,5,5,4,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+13[0100].png,2903,7880,3459,4100,7134,5780,3189,186,1280,7937,7,6,5,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+14[0100].png,7694,2226,5780,7695,3626,3088,6219,2493,216,1150,7,5,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+15[0100].png,2766,3088,1652,1842,2476,145,7007,3021,2000,5717,4,4,4,4,4,4,3,3,3,3
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+162[0100].png,131,6192,3088,267,5454,7337,3836,4100,915,7899,8,6,6,6,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+163[0100].png,1813,3200,5913,1270,8148,1203,4817,6702,982,215,6,4,4,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+165[0100].png,6192,267,1652,1813,5179,725,1357,6809,6048,2977,6,6,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+16[0100].png,3841,1842,3836,2531,1813,5454,2265,5717,3858,7032,5,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+1[0100].png,1682,7957,4080,6702,2308,216,4100,4160,2278,131,7,7,6,6,6,5,5,5,5,5
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+20[0100].png,1652,7880,7189,1203,8013,3209,5392,5671,5428,7957,6,6,6,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+21[0100].png,7694,3021,7591,7400,5611,3207,3230,2531,2870,4817,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+22[0100].png,3088,7694,4711,267,2540,124,1682,6388,5999,5797,8,6,6,6,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+23[0100].png,4711,1297,6902,686,836,7024,7694,4247,5702,1203,8,6,6,6,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+255[0100].png,1813,215,958,2766,1836,237,5834,6226,5047,4377,8,6,6,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+284[0100].png,3088,6054,2903,1813,2308,6869,778,5392,4965,7134,7,6,6,6,6,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+29[0100].png,7880,3088,5392,4100,131,2308,1836,2903,5097,7134,9,9,6,5,5,5,5,5,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+2[0100].png,3088,840,7501,5047,267,6354,1813,7808,693,1897,7,6,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+30[0100].png,3088,3889,6192,5344,6902,781,2903,2018,2326,7134,6,6,6,5,5,5,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+329[0100].png,2226,2028,6814,1652,7189,53,958,5392,8013,1476,5,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+330[0100].png,4817,6219,5133,581,2336,2136,1312,4968,804,5094,5,5,4,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+383[0100].png,6045,2967,2903,6702,1297,2666,840,4259,3908,725,5,5,5,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+385[0100].png,254,3088,389,5741,8081,2319,1280,131,2226,6655,5,5,5,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+386[0100].png,7450,124,958,3088,5213,4711,4725,390,4947,7119,5,5,5,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+38[0100].png,7459,2903,2666,1297,162,4693,2650,2766,3088,4436,8,7,6,5,5,5,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+39[0100].png,1842,7895,5717,1977,5499,237,4711,2502,2903,216,7,6,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+40[0100].png,4436,7189,5872,693,4376,1297,2502,1463,1356,3901,5,5,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+414[0100].png,215,3088,7189,2903,3209,2031,2751,162,6814,6931,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+41[0100].png,335,109,4947,3626,2140,5999,3326,7089,2031,196,5,4,4,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+43[0100].png,3088,6964,2977,2780,5910,2194,3986,215,6292,131,5,5,4,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+440[0100].png,7869,5913,915,697,2226,371,6905,1842,6744,6226,5,4,4,4,4,4,4,4,4,3
